code,date,open,close,high,low,volume,money
000300.XSHG,2021-01-11,5504.24,5441.16,5555.69,5412.5,23183598300.0,522298482544.3
000300.XSHG,2021-01-12,5419.5,5596.35,5596.35,5417.63,22422018600.0,486233760739.8
000300.XSHG,2021-01-13,5609.26,5577.97,5644.72,5535.14,26156988600.0,546959736365.5
000300.XSHG,2021-01-14,5556.21,5470.46,5568.02,5458.68,24368338000.0,501890111879.0
000300.XSHG,2021-01-15,5471.39,5458.08,5500.63,5390.27,23863743500.0,475709920372.3
000300.XSHG,2021-01-18,5438.16,5518.52,5541.46,5410.78,20705186900.0,422717209153.0
000300.XSHG,2021-01-19,5525.97,5437.52,5532.48,5415.72,21104342500.0,433205176449.9
000300.XSHG,2021-01-20,5439.91,5476.43,5496.05,5426.54,17091326000.0,373770384496.4
000300.XSHG,2021-01-21,5492.96,5564.97,5593.11,5490.56,20995019700.0,453183684478.9
000300.XSHG,2021-01-22,5562.38,5569.78,5573.66,5513.88,19930002000.0,456622193435.6
000300.XSHG,2021-01-25,5564.12,5625.92,5655.48,5543.27,19704701900.0,508166980802.0
000300.XSHG,2021-01-26,5600.9,5512.97,5600.9,5506.0,17190459000.0,415008069865.0
000300.XSHG,2021-01-27,5505.77,5528.0,5534.99,5449.64,16019084100.0,376892605839.1
000300.XSHG,2021-01-28,5450.37,5377.14,5462.24,5360.38,17048558500.0,376166523177.5
000300.XSHG,2021-01-29,5413.97,5351.96,5430.2,5288.1,18217878400.0,390287690019.0
000300.XSHG,2021-02-01,5356.85,5417.65,5422.3,5342.05,16631370600.0,346859083730.0
000300.XSHG,2021-02-02,5429.7,5501.09,5503.21,5411.52,16521056500.0,380016716111.9
000300.XSHG,2021-02-03,5499.3,5485.2,5532.89,5473.12,18805431700.0,404343602637.7
000300.XSHG,2021-02-04,5453.98,5473.95,5510.05,5411.57,18057565400.0,397995205379.9
000300.XSHG,2021-02-05,5494.7,5483.41,5550.77,5477.65,18969959800.0,395400134490.2
000300.XSHG,2021-02-08,5506.14,5564.56,5576.49,5479.85,16403377500.0,367582771658.8
000300.XSHG,2021-02-09,5584.17,5686.25,5686.25,5555.05,16488726000.0,378769121171.9
000300.XSHG,2021-02-10,5709.68,5807.72,5823.42,5707.33,17016978600.0,417056463360.9
000300.XSHG,2021-02-18,5922.07,5768.38,5930.91,5747.66,21884868600.0,507481235977.7
000300.XSHG,2021-02-19,5734.02,5778.84,5787.89,5667.32,21447578000.0,456433793702.1
000300.XSHG,2021-02-22,5785.51,5597.33,5785.51,5597.33,28212438200.0,543633153216.5
000300.XSHG,2021-02-23,5542.68,5579.67,5644.76,5541.11,23380772700.0,424904470814.2
000300.XSHG,2021-02-24,5591.48,5437.57,5598.83,5379.73,22542861000.0,472369211004.2
000300.XSHG,2021-02-25,5494.47,5469.56,5527.63,5444.16,23073602800.0,412206157140.7
000300.XSHG,2021-02-26,5343.9,5336.76,5416.32,5318.86,21226454300.0,405717700127.9
000300.XSHG,2021-03-01,5389.25,5418.78,5421.56,5345.94,17746352300.0,358146545967.0
000300.XSHG,2021-03-02,5453.28,5349.63,5454.97,5305.05,19651111500.0,376444604695.3
000300.XSHG,2021-03-03,5327.35,5452.21,5452.4,5316.48,19470905400.0,337610313596.4
000300.XSHG,2021-03-04,5388.48,5280.71,5392.37,5254.78,21277521100.0,384382456961.0
000300.XSHG,2021-03-05,5191.97,5262.8,5307.82,5174.25,20262795600.0,352539774294.9
000300.XSHG,2021-03-08,5299.79,5080.02,5326.26,5079.8,23023163500.0,407133802141.7
000300.XSHG,2021-03-09,5066.15,4971.0,5094.31,4917.91,23071100400.0,414415213806.2
000300.XSHG,2021-03-10,5047.06,5003.61,5055.28,4981.62,16992849000.0,309577408714.9
000300.XSHG,2021-03-11,5024.56,5128.22,5138.41,5020.58,18960076600.0,333859199678.6
000300.XSHG,2021-03-12,5153.67,5146.38,5153.67,5086.82,20102058900.0,323237751413.4
000300.XSHG,2021-03-15,5116.12,5035.54,5120.88,4992.4,20415308400.0,330740513807.9
000300.XSHG,2021-03-16,5054.41,5079.36,5084.31,5009.95,16139005400.0,271755048563.6
000300.XSHG,2021-03-17,5062.77,5100.86,5123.55,5020.13,14916237600.0,263492417708.9
000300.XSHG,2021-03-18,5114.59,5141.77,5160.46,5111.13,14290151800.0,260930046844.7
000300.XSHG,2021-03-19,5068.53,5007.09,5089.92,4980.76,16417484900.0,282974489237.2
000300.XSHG,2021-03-22,5008.4,5057.15,5071.34,4996.54,16740263200.0,264209098943.0
000300.XSHG,2021-03-23,5057.06,5009.25,5064.02,4966.53,15801396700.0,255755377659.6
000300.XSHG,2021-03-24,4985.4,4928.69,5024.33,4919.89,15938598200.0,265970020152.0
000300.XSHG,2021-03-25,4904.07,4926.35,4950.76,4883.66,13294518900.0,219782049461.7
000300.XSHG,2021-03-26,4953.95,5037.99,5050.83,4953.95,14592669700.0,273901922431.3
000300.XSHG,2021-03-29,5052.26,5046.88,5086.65,5010.39,14338821500.0,266176599970.5
000300.XSHG,2021-03-30,5043.1,5094.73,5106.04,5032.8,13861856000.0,254928014461.3
000300.XSHG,2021-03-31,5085.95,5048.36,5085.95,5015.61,14133574300.0,241058485554.4
000300.XSHG,2021-04-01,5059.94,5110.78,5115.43,5056.87,12032489000.0,211493324391.1
000300.XSHG,2021-04-02,5129.85,5161.56,5169.83,5116.35,12700225400.0,248060376224.1
000300.XSHG,2021-04-06,5178.64,5140.34,5181.15,5125.33,10983421000.0,213852444065.4
000300.XSHG,2021-04-07,5141.66,5103.74,5141.66,5065.19,14576374800.0,246271190296.5
000300.XSHG,2021-04-08,5078.26,5112.21,5129.13,5062.07,14177104700.0,228422004674.7
000300.XSHG,2021-04-09,5100.04,5035.34,5100.04,5022.09,12841650900.0,221519791677.6
000300.XSHG,2021-04-12,5026.98,4947.75,5045.6,4933.01,15264431400.0,267218195772.7
000300.XSHG,2021-04-13,4949.81,4939.64,4994.54,4924.2,13291935800.0,225753230649.2
000300.XSHG,2021-04-14,4945.69,4980.63,4987.12,4940.27,12086083800.0,221036276090.0
000300.XSHG,2021-04-15,4969.91,4948.97,4969.91,4900.3,10882938400.0,213820884103.5
000300.XSHG,2021-04-16,4966.9,4966.18,4979.17,4917.96,11123992400.0,213389173713.5
000300.XSHG,2021-04-19,4966.41,5087.02,5088.21,4940.75,15476982400.0,307899776737.5
000300.XSHG,2021-04-20,5065.78,5083.37,5119.86,5058.92,13654170000.0,276640588159.1
000300.XSHG,2021-04-21,5055.24,5098.74,5110.56,5047.99,12463727700.0,242574995256.0
000300.XSHG,2021-04-22,5114.28,5089.24,5119.22,5067.14,12116764500.0,241488845756.1
000300.XSHG,2021-04-23,5088.83,5135.45,5149.98,5086.49,12205699100.0,264345183118.9
000300.XSHG,2021-04-26,5156.59,5077.24,5181.11,5072.96,15138196700.0,325760384278.3
000300.XSHG,2021-04-27,5076.64,5090.52,5095.98,5042.61,12396183700.0,254738009833.6
000300.XSHG,2021-04-28,5073.97,5119.24,5119.45,5059.26,12062031800.0,272182521893.2
000300.XSHG,2021-04-29,5128.28,5164.17,5170.59,5113.65,14009248000.0,294112454366.3
000300.XSHG,2021-04-30,5156.36,5123.49,5163.25,5094.93,16012162100.0,315075102884.9
000300.XSHG,2021-05-06,5098.8,5061.12,5132.9,5037.41,15882263000.0,323258264641.5
000300.XSHG,2021-05-07,5073.46,4996.05,5093.75,4996.04,17225832100.0,304638402155.0
000300.XSHG,2021-05-10,5001.44,4992.42,5019.39,4953.7,17082058500.0,282656808853.4
000300.XSHG,2021-05-11,4956.08,5023.06,5033.49,4925.92,15152649700.0,270931616512.9
000300.XSHG,2021-05-12,5003.82,5044.55,5051.17,4995.4,12661908600.0,228344006493.0
000300.XSHG,2021-05-13,4992.35,4992.97,5022.08,4975.45,13227940600.0,237821404345.3
000300.XSHG,2021-05-14,5007.63,5110.59,5112.98,4981.29,15942618000.0,318802786822.9
000300.XSHG,2021-05-17,5115.31,5184.99,5206.69,5115.31,15388963400.0,335439913424.1
000300.XSHG,2021-05-18,5190.93,5187.6,5201.67,5156.79,11840426100.0,238182265921.9
000300.XSHG,2021-05-19,5173.17,5172.27,5193.56,5151.64,11872998300.0,250736278155.8
000300.XSHG,2021-05-20,5167.05,5186.41,5201.59,5152.04,13845477500.0,277088462047.3
000300.XSHG,2021-05-21,5199.13,5134.15,5216.16,5123.12,12476848500.0,268053627530.6
000300.XSHG,2021-05-24,5138.81,5155.59,5155.59,5092.39,12674233600.0,278513133226.0
000300.XSHG,2021-05-25,5165.04,5318.48,5324.36,5161.52,18299683900.0,404683305641.1
000300.XSHG,2021-05-26,5326.12,5320.59,5344.28,5308.74,16960709600.0,346444644792.8
000300.XSHG,2021-05-27,5311.37,5338.23,5378.48,5286.05,14846285500.0,311893705935.1
000300.XSHG,2021-05-28,5338.73,5321.09,5360.28,5288.65,16460580600.0,330711896344.2
000300.XSHG,2021-05-31,5318.08,5331.57,5331.63,5281.69,14460326900.0,321450798233.5
000300.XSHG,2021-06-01,5320.47,5341.68,5343.75,5269.26,14383147400.0,321845842153.4
000300.XSHG,2021-06-02,5348.34,5289.97,5352.64,5266.79,13775431900.0,296176177153.5
000300.XSHG,2021-06-03,5285.71,5255.29,5314.37,5255.07,14196887800.0,285448632488.9
000300.XSHG,2021-06-04,5228.28,5282.28,5334.49,5221.23,14473208700.0,292326048775.5
000300.XSHG,2021-06-07,5284.89,5277.63,5286.84,5242.95,12770497100.0,280463260583.2
000300.XSHG,2021-06-08,5276.97,5232.12,5319.04,5201.14,13055953200.0,304042218266.2
000300.XSHG,2021-06-09,5224.95,5236.45,5253.36,5215.35,12182032100.0,255075448703.0
000300.XSHG,2021-06-10,5236.47,5271.47,5299.53,5229.52,13899196700.0,301454334609.8
000300.XSHG,2021-06-11,5275.75,5224.7,5276.1,5213.6,18080717300.0,365363494541.8
000300.XSHG,2021-06-15,5218.56,5166.56,5225.5,5137.41,14288005800.0,330616618621.5
000300.XSHG,2021-06-16,5163.25,5080.49,5164.52,5076.02,12514798500.0,298286772933.4
000300.XSHG,2021-06-17,5074.38,5101.89,5123.37,5073.82,12045251800.0,281927280723.3
000300.XSHG,2021-06-18,5104.93,5102.47,5128.03,5064.92,14858580500.0,356697096115.9
000300.XSHG,2021-06-21,5088.09,5090.39,5123.78,5058.57,13218451600.0,331527114639.0
000300.XSHG,2021-06-22,5106.07,5122.16,5125.82,5086.28,13041675300.0,313690367125.4
000300.XSHG,2021-06-23,5127.19,5147.39,5171.03,5109.76,13635605800.0,358765666329.7
000300.XSHG,2021-06-24,5156.56,5155.97,5160.43,5120.58,12668562500.0,312607422609.3
000300.XSHG,2021-06-25,5159.8,5239.97,5251.61,5157.48,15493106100.0,368265641241.1
000300.XSHG,2021-06-28,5253.61,5251.76,5260.64,5226.22,13319378300.0,337452771675.6
000300.XSHG,2021-06-29,5248.52,5190.54,5248.52,5182.68,12516299700.0,314896843024.3
000300.XSHG,2021-06-30,5189.38,5224.04,5231.43,5186.63,10375267100.0,281015504940.5
000300.XSHG,2021-07-01,5241.2,5229.66,5252.26,5190.88,12724062000.0,324097400267.5
000300.XSHG,2021-07-02,5186.66,5081.12,5186.66,5074.36,13042642400.0,342578961248.3
000300.XSHG,2021-07-05,5073.78,5085.79,5098.23,5048.0,13121158900.0,335197786629.8
000300.XSHG,2021-07-06,5089.78,5083.1,5092.21,5028.51,14065522000.0,362828901848.9
000300.XSHG,2021-07-07,5052.42,5140.49,5152.77,5045.41,14854906000.0,336731403375.7
000300.XSHG,2021-07-08,5149.31,5088.26,5151.22,5078.93,17390100800.0,397879869879.7
000300.XSHG,2021-07-09,5063.15,5069.44,5081.41,5006.41,16065322600.0,352845583768.9
000300.XSHG,2021-07-12,5108.38,5132.71,5159.41,5070.32,20621203900.0,437203145943.3
000300.XSHG,2021-07-13,5128.61,5142.1,5154.05,5114.94,16648220900.0,361328491653.3
000300.XSHG,2021-07-14,5130.75,5083.08,5130.75,5075.13,18835272000.0,372568110291.6
000300.XSHG,2021-07-15,5073.26,5151.46,5153.81,5067.68,18107710300.0,372484081122.6
000300.XSHG,2021-07-16,5140.9,5094.77,5140.9,5090.63,16995598200.0,362594258079.0
000300.XSHG,2021-07-19,5083.73,5113.49,5120.82,5047.62,15319958900.0,340322623792.1
000300.XSHG,2021-07-20,5080.22,5108.99,5114.0,5067.86,12930004400.0,283543130755.2
000300.XSHG,2021-07-21,5122.78,5144.04,5160.54,5122.3,16797646900.0,390275519305.4
000300.XSHG,2021-07-22,5150.39,5151.75,5171.21,5137.88,18555686400.0,418221654806.0
000300.XSHG,2021-07-23,5145.43,5089.23,5145.43,5080.0,21653684700.0,435521169695.0
000300.XSHG,2021-07-26,5067.31,4925.3,5067.31,4859.6,22811171000.0,495153655116.7
000300.XSHG,2021-07-27,4924.28,4751.31,4940.86,4749.03,23663122500.0,521146117041.1
000300.XSHG,2021-07-28,4714.29,4760.48,4785.66,4663.9,19263439300.0,419706155162.8
000300.XSHG,2021-07-29,4845.76,4850.27,4857.97,4800.01,17332205400.0,415676120877.6
000300.XSHG,2021-07-30,4825.7,4811.17,4825.7,4761.04,18234977600.0,420943935061.8
000300.XSHG,2021-08-02,4794.82,4933.74,4938.82,4761.46,22719491800.0,524659449295.5
000300.XSHG,2021-08-03,4909.23,4934.46,4957.03,4890.85,20353336000.0,471194128401.9
000300.XSHG,2021-08-04,4927.74,4978.85,4979.29,4919.66,17546646100.0,425801406611.8
000300.XSHG,2021-08-05,4946.17,4948.67,4997.14,4921.94,16738182900.0,398772206808.2
000300.XSHG,2021-08-06,4943.04,4921.56,4944.35,4891.8,15417968800.0,371773603785.1
